DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	5q34	5	167244178		TENM2			ENSG00000145934			rs72827369-T	rs72827369	0	72827369	intron_variant	0	0.786	7E-6	5.154901959985743		0.95925	[0.94-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	10q22.1	10	71578496		CDH23			ENSG00000107736			rs10823790-G	rs10823790	0	10823790	intron_variant	0	0.618	7E-6	5.154901959985743		0.96657	[0.95-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2q12.3	2	107987172		SLC5A7			ENSG00000115665			rs333238-A	rs333238	0	333238	intron_variant	0	0.262	7E-6	5.154901959985743		0.96089	[0.94-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	7q36.3	7	157741413		PTPRN2			ENSG00000155093			rs10949662-C	rs10949662	0	10949662	intron_variant	0	0.709	7E-6	5.154901959985743		0.96406	[0.95-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	10p14	10	6938424		LINP1 - LINC02665	ENSG00000223784	ENSG00000223581		58974	157792	rs12357428-G	rs12357428	0	12357428	intergenic_variant	1	0.898	7E-6	5.154901959985743		0.94592	[0.92-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	12q13.12	12	49556468		KCNH3			ENSG00000135519			rs113209368-C	rs113209368	0	113209368	missense_variant	0	0.932	7E-6	5.154901959985743		0.93239	[0.9-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	9p13.2	9	37622780		TOMM5 - RAB1C	ENSG00000175768	ENSG00000233111		30176	13908	rs10973441-T	rs10973441	0	10973441	intron_variant	1	0.841	7E-6	5.154901959985743		1.04854	[1.03-1.07]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	1p22.2	1	90726025		BARHL2 - LINC02609	ENSG00000143032	ENSG00000233593		8723	43061	rs72720396-A	rs72720396	0	72720396	intergenic_variant	1	0.807	5E-6	5.301029995663981		1.04248	[1.02-1.06]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	18q21.2	18	55420753		TCF4			ENSG00000196628			rs72926982-T	rs72926982	0	72926982	intron_variant	0	0.93	5E-6	5.301029995663981		1.0739	[1.04-1.1]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	22q11.21	22	20147216		ZDHHC8			ENSG00000099904			rs9605070-C	rs9605070	0	9605070	3_prime_UTR_variant	0	0.825	5E-6	5.301029995663981		0.95724	[0.94-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	17p13.3	17	2668374		PAFAH1B1			ENSG00000007168			rs114507169-A	rs114507169	0	114507169	intron_variant	0	0.933	5E-6	5.301029995663981		0.93585	[0.91-0.96]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	22q13.2	22	42462254		NFAM1 - SERHL	ENSG00000235568	ENSG00000293485		29851	38000	rs8142177-T	rs8142177	0	8142177	regulatory_region_variant	1	0.79	5E-6	5.301029995663981		0.9581	[0.94-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	13q21.32	13	66664573		PCDH9			ENSG00000184226			rs7992287-A	rs7992287	0	7992287	intron_variant	0	0.578	5E-6	5.301029995663981		1.03417	[1.02-1.05]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	16q22.1	16	70030358		MIR1972-2, PDXDC2P, PDXDC2P-NPIPB14P			ENSG00000239118, ENSG00000255185, ENSG00000196696			rs57629257-C	rs57629257	0	57629257	intergenic_variant	0	0.856	5E-6	5.301029995663981		0.95085	[0.93-0.97]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	9p13.3	9	35049471		RN7SL338P			ENSG00000241568			rs525106-C	rs525106	0	525106	intergenic_variant	0	0.563	5E-6	5.301029995663981		0.96329	[0.95-0.98]	Affymetrix [7585078] (imputed)	N	schizophrenia	http://purl.obolibrary.org/obo/MONDO_0005090	GCST90128471	Genome-wide genotyping array
