DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV	MAPPED_TRAIT	MAPPED_TRAIT_URI	STUDY ACCESSION	GENOTYPING TECHNOLOGY
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	5'-Nucleotidase (analyte X15452.5) levels	2,721 European ancestry individuals	NA	6q14.3	6	85595761		SNX14 - SYNCRIP	ENSG00000135317	ENSG00000135316		1605	12018	rs7775788-C	rs7775788	0	7775788	intron_variant	1	0.0642645	2E-68	67.69897000433602		0.945	[0.84-1.05] unit increase	Affymetrix, Illumina [7327828] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422672	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Disintegrin and metalloproteinase domain-containing protein 15:Extracellular domain levels	2,721 European ancestry individuals	NA	1q21.3	1	155056777		ADAM15			ENSG00000143537			rs3765087-C	rs3765087	0	3765087	intron_variant	0	0.131196	5E-24	23.30102999566398		0.3671	[0.3-0.44] unit decrease	Affymetrix, Illumina [7327826] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422674	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	T-cell surface glycoprotein CD8 alpha chain (analyte X15462.28) levels	2,721 European ancestry individuals	NA	6p21.33	6	31298313		LINC02571			ENSG00000256166			rs4406273-A	rs4406273	0	4406273	intergenic_variant	0	0.0941546	1E-17	17.0		0.3746	[0.29-0.46] unit increase	Affymetrix, Illumina [7327828] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422677	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Collagen alpha-1(IX) chain (analyte X15466.30) levels	2,721 European ancestry individuals	NA	6q13	6	70305332		COL9A1 - LINC01610	ENSG00000112280	ENSG00000237643		2248	70430	rs6928937-T	rs6928937	0	6928937	intergenic_variant	1	0.211567	1E-16	16.0		0.274	[0.21-0.34] unit increase	Affymetrix, Illumina [7327827] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422679	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Beta-hexosaminidase subunit beta (analyte X15470.11) levels	2,721 European ancestry individuals	NA	5q13.3	5	74690602		HEXB			ENSG00000049860			rs12516258-T	rs12516258	0	12516258	intron_variant	0	0.165983	1E-26	26.0		0.3888	[0.32-0.46] unit increase	Affymetrix, Illumina [7327830] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422682	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Beta-hexosaminidase subunit beta (analyte X15470.11) levels	2,721 European ancestry individuals	NA	12q23.2	12	101822895		GNPTAB			ENSG00000111670			rs4764822-T	rs4764822	0	4764822	intron_variant	0	0.299702	3E-14	13.522878745280337		0.2173	[0.16-0.27] unit decrease	Affymetrix, Illumina [7327830] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422682	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Pancreatic lipase-related protein 2 (analyte X15471.29) levels	2,721 European ancestry individuals	NA	10q25.3	10	116638373		PNLIPRP2			ENSG00000266200			rs4751995-A	rs4751995	0	4751995	stop_lost	0	0.487223	9E-495	494.0457574905607		1.0612	[1.03-1.1] unit decrease	Affymetrix, Illumina [7327826] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422683	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Low-density lipoprotein receptor-related protein 11 (analyte X15472.16) levels	2,721 European ancestry individuals	NA	6q25.1	6	149864388		RAET1E-AS1, RAET1E-AS1			ENSG00000268592, ENSG00000223701			rs1889471-T	rs1889471	0	1889471	intron_variant	0	0.39766	4E-23	22.397940008672037		0.2754	[0.22-0.33] unit decrease	Affymetrix, Illumina [7327828] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422684	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1 (analyte X15474.7) levels	2,721 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.223036	1E-20	20.0		0.2835	[0.22-0.34] unit increase	Affymetrix, Illumina [7327830] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422685	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Regenerating islet-derived protein 3-gamma levels	2,721 European ancestry individuals	NA	2p12	2	79021123		RNU6-812P - REG3G	ENSG00000200048	ENSG00000143954		138389	4563	rs375700-T	rs375700	0	375700	intergenic_variant	1	0.206367	3E-140	139.52287874528034		0.7797	[0.72-0.84] unit increase	Affymetrix, Illumina [7327825] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422687	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Vascular non-inflammatory molecule 2 (analyte X15480.2) levels	2,721 European ancestry individuals	NA	6q23.2	6	132730621		VNN3P, VNN3P			ENSG00000093134, ENSG00000293493			rs6569839-A	rs6569839	0	6569839	intergenic_variant	0	0.493554	8E-391	390.0969100130081		0.9594	[0.92-1] unit increase	Affymetrix, Illumina [7327830] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422688	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Antibacterial protein LL-37 levels	2,721 European ancestry individuals	NA	17q24.2	17	68827664		LINC01482 - ABCA8	ENSG00000267659	ENSG00000141338		63782	39625	rs112001035-A	rs112001035	0	112001035	intergenic_variant	1	0.032982	1E-43	43.0		1.0349	[0.89-1.18] unit increase	Affymetrix, Illumina [7327824] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422689	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Agrin levels	2,721 European ancestry individuals	NA	1p36.33	1	1023525		AGRN			ENSG00000188157			rs2710890-G	rs2710890	0	2710890	intron_variant	0	0.38035	7E-21	20.154901959985743		0.2519	[0.2-0.3] unit decrease	Affymetrix, Illumina [7327826] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422691	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Agrin levels	2,721 European ancestry individuals	NA	18p11.32	18	334742		COLEC12			ENSG00000158270			rs2305027-T	rs2305027	0	2305027	missense_variant	0	0.503349	2E-52	51.69897000433602		0.4068	[0.36-0.46] unit increase	Affymetrix, Illumina [7327826] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422691	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Protein S100-A11 levels	3,506 European ancestry individuals	NA	22q11.1	22	17188416		ADA2			ENSG00000093072			rs2231495-C	rs2231495	0	2231495	missense_variant	0	0.338457	5E-69	68.30102999566398		0.4163	[0.37-0.46] unit decrease	Affymetrix, Illumina [7327953] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422403	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Mediator of RNA polymerase II transcription subunit 4 levels	3,506 European ancestry individuals	NA	19q13.32	19	44912921		APOE - APOC1	ENSG00000130203	ENSG00000130208		3528	1326	rs483082-T	rs483082	0	483082	regulatory_region_variant	1	0.275167	7E-13	12.154901959985743		0.1967	[0.14-0.25] unit decrease	Affymetrix, Illumina [7327952] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422407	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Interleukin-17B (analyte X14022.17) levels	3,334 European ancestry individuals	NA	16q21	16	57996497		ZNF319			ENSG00000166188			rs3743555-T	rs3743555	0	3743555	3_prime_UTR_variant	0	0.310581	1E-19	19.0		0.2261	[0.18-0.27] unit decrease	Affymetrix, Illumina [7327959] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422408	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha levels	3,506 European ancestry individuals	NA	19q13.32	19	44908822		APOE			ENSG00000130203			rs7412-T	rs7412	0	7412	missense_variant	0	0.0512555	2E-100	99.69897000433602		1.1482	[1.05-1.25] unit increase	Affymetrix, Illumina [7327952] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422413	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	COP9 signalosome complex subunit 2 levels	3,506 European ancestry individuals	NA	19q13.32	19	44908684		APOE			ENSG00000130203			rs429358-C	rs429358	0	429358	missense_variant	0	0.203444	6E-30	29.221848749616356		0.3485	[0.29-0.4] unit decrease	Affymetrix, Illumina [7327953] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422414	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Fibroblast growth factor 7 (analyte X14031.18) levels	3,334 European ancestry individuals	NA	16q21	16	57996497		ZNF319			ENSG00000166188			rs3743555-T	rs3743555	0	3743555	3_prime_UTR_variant	0	0.310092	5E-12	11.301029995663981		0.1901	[0.14-0.24] unit decrease	Affymetrix, Illumina [7327959] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422416	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Ran-binding protein 3 levels	3,506 European ancestry individuals	NA	3q28	3	190929398		GMNC - OSTN	ENSG00000205835	ENSG00000188729		36969	269843	rs13066753-T	rs13066753	0	13066753	intergenic_variant	1	0.377723	7E-14	13.154901959985743		0.1855	[0.14-0.23] unit increase	Affymetrix, Illumina [7327953] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422421	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Cystatin-F (analyte X14038.130) levels	3,334 European ancestry individuals	NA	20p11.21	20	24930862		LINC02967			ENSG00000274173			rs227623-A	rs227623	0	227623	regulatory_region_variant	0	0.128492	4E-135	134.39794000867204		0.8618	[0.8-0.93] unit increase	Affymetrix, Illumina [7327959] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422422	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Granzyme B (analyte X14041.13) levels	3,334 European ancestry individuals	NA	14q12	14	24632954		GZMB			ENSG00000100453			rs8192917-C	rs8192917	0	8192917	missense_variant	0	0.237298	1E-22	22.0		0.2729	[0.22-0.32] unit decrease	Affymetrix, Illumina [7327959] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422424	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Secreted frizzled-related protein 1 (analyte X14042.11) levels	3,111 European ancestry individuals	NA	8p11.21	8	41505358		GOLGA7			ENSG00000147533			rs77984864-G	rs77984864	0	77984864	intron_variant	0	0.0393331	2E-13	12.698970004336019		0.4543	[0.33-0.58] unit decrease	Affymetrix, Illumina [7466149] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422425	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Interleukin-1 Receptor accessory protein (analyte X14048.7) levels	3,506 European ancestry individuals	NA	3q28	3	190628271		IL1RAP			ENSG00000196083			rs6444442-A	rs6444442	0	6444442	intron_variant	0	0.144976	4E-381	380.39794000867204		1.2729	[1.22-1.32] unit increase	Affymetrix, Illumina [7327953] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422429	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Ephrin-A4 (analyte X14050.61) levels	3,334 European ancestry individuals	NA	1q21.3	1	155076938		EFNA4-EFNA3			ENSG00000251246			rs72702269-T	rs72702269	0	72702269	intron_variant	0	0.0596608	3E-9	8.522878745280337		0.2921	[0.2-0.39] unit decrease	Affymetrix, Illumina [7327959] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422431	Genome-wide genotyping array, Genome-wide sequencing [NA]
2024-12-13	39528825	Western D	2024-11-11	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/39528825	Proteogenomic analysis of human cerebrospinal fluid identifies neurologically relevant regulation and implicates causal proteins for Alzheimer's disease.	Interleukin-15 receptor subunit alpha (analyte X14054.17) levels	3,506 European ancestry individuals	NA	6p21.32	6	32623811		HLA-DRB1 - HLA-DQA1	ENSG00000196126	ENSG00000196735		33963	4368	rs9271608-G	rs9271608	0	9271608	regulatory_region_variant	1	0.148758	1E-13	13.0		0.2239	[0.16-0.29] unit increase	Affymetrix, Illumina [7327953] (imputed)	N	protein measurement	http://www.ebi.ac.uk/efo/EFO_0004747	GCST90422434	Genome-wide genotyping array, Genome-wide sequencing [NA]
